ၽြႃးပဵၼ်ၸဝ်ႈၼႆႉ လွင်ႈၽၢႆႇပၺ်ႇၺႃႇၼၼ်ႉ သမ်ႉပေႃးႁူႉသဵင်ႈမူတ်းယဝ်ႉ၊ လွတ်ႈယၢၼ်ၵိလေႇသႃႇတင်းမူတ်းယဝ်ႉလႄႈတေႁဵတ်းႁိုဝ်ၵူဝ်ႁႄယဝ်ႉလႃႇ။	pʰraː˥pen˨˦t͡ɕaw˧˧˨naj˦˨ lɔŋ˧˧˨pʰaːj˩paj˩ɲaː˩nan˦˨ sʰam˦˨ˀpɔː˥huː˦˨ˀsʰeŋ˧˧˨mot̚˥jaw˦˨ , lɔt̚˧˧˨jaːn˨˦kiː˨˦leː˩sʰaː˩taŋ˥mot̚˥jaw˦˨ˀlɛː˧˧˨teː˨˦het̚˥hɯː˨˦koː˨˦hɛː˨˦jaw˦˨ˀlaː˩ .
ဝၢၼ်ႈၸလႄး (, ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇၵူဝ်းပိၼ်ႇ၊ ၸႄႈဝဵင်းၵျွၵ်ႉသႄႇ၊ ၸႄႈတွၼ်ႈပၢင်ႇဢူး၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 190577 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇၸလေႇၼႆႉ မီးဝႆႉ ၸၢႆး 1406 ၵေႃႉ ၊ ယိင်း 1575 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 2981 ၵေႃႉယဝ်ႉ။	waːn˧˧˨t͡ɕaː˨˦lɛː˥ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩koː˥pin˩ , t͡ɕɛː˧˧˨weŋ˥d͡ʑɔk̚˦˨ˀsʰɛː˩ , t͡ɕɛː˧˧˨tɔn˧˧˨paːŋ˩ʔuː˥ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ haː˧˧˨ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ t͡ɕet̚˥ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩t͡ɕaː˨˦leː˩naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ nɯŋ˧˧˨ heŋ˨˦ sʰiː˩ paːk̚˩ hok̚˥ kɔː˦˨ , jiŋ˥ nɯŋ˧˧˨ heŋ˨˦ haː˧˧˨ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ haː˧˧˨ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ sʰɔŋ˨˦ heŋ˨˦ kaw˧˧˨ paːk̚˩ pɛt̚˩ sʰip̚˥ ʔet̚˥ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၵူႇမႄး (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇၵူႇမႄး၊ ၸႄႈဝဵင်းမျိတ်ႉတႃး၊ ၸႄႈတွၼ်ႈၵျွၵ်ႉသႄႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 190902 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇၵူႇမႄးၼႆႉ မီးဝႆႉ ၸၢႆး 5650 ၵေႃႉ ၊ ယိင်း 6494 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 12144 ၵေႃႉယဝ်ႉ။	waːn˧˧˨kuː˩mɛː˥ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩kuː˩mɛː˥ , t͡ɕɛː˧˧˨weŋ˥mjit̚˦˨ˀtaː˥ , t͡ɕɛː˧˧˨tɔn˧˧˨d͡ʑɔk̚˦˨ˀsʰɛː˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ kaw˧˧˨ paːk̚˩ sʰɔŋ˨˦ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩kuː˩mɛː˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ haː˧˧˨ heŋ˨˦ hok̚˥ paːk̚˩ haː˧˧˨ sʰip̚˥ kɔː˦˨ , jiŋ˥ hok̚˥ heŋ˨˦ sʰiː˩ paːk̚˩ kaw˧˧˨ sʰip̚˥ sʰiː˩ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ nɯŋ˧˧˨ mɯn˩ sʰɔŋ˨˦ heŋ˨˦ nɯŋ˧˧˨ paːk̚˩ sʰiː˩ sʰip̚˥ sʰiː˩ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၶွင်းၵႂႄး (, ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇၶွင်းၵႂႄး၊ ၸႄႈဝဵင်းတတႃးဢူး၊ ၸႄႈတွၼ်ႈၵျွၵ်ႉသႄႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 191051 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇၸလေႇၼႆႉ မီးဝႆႉ ၸၢႆး 1360 ၵေႃႉ ၊ ယိင်း 1509 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 2869 ၵေႃႉယဝ်ႉ။	waːn˧˧˨kʰɔŋ˥kwɛː˥ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩kʰɔŋ˥kwɛː˥ , t͡ɕɛː˧˧˨weŋ˥taː˨˦taː˥ʔuː˥ , t͡ɕɛː˧˧˨tɔn˧˧˨d͡ʑɔk̚˦˨ˀsʰɛː˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ nɯŋ˧˧˨ heŋ˨˦ haː˧˧˨ sʰip̚˥ ʔet̚˥ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩t͡ɕaː˨˦leː˩naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ nɯŋ˧˧˨ heŋ˨˦ sʰaːm˨˦ paːk̚˩ hok̚˥ sʰip̚˥ kɔː˦˨ , jiŋ˥ nɯŋ˧˧˨ heŋ˨˦ haː˧˧˨ paːk̚˩ kaw˧˧˨ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ sʰɔŋ˨˦ heŋ˨˦ pɛt̚˩ paːk̚˩ hok̚˥ sʰip̚˥ kaw˧˧˨ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈတလူၵ်ႉမျူဝ်ႉ (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇတလူၵ်ႉမျူဝ်ႉ၊ ၸႄႈဝဵင်းမျိၼ်းၶျၢၼ်ႇ၊ ၸႄႈတွၼ်ႈမျိၼ်းၶျၢၼ်ႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 191273 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇတလူၵ်ႉမျူဝ်ႉၼႆႉ မီးဝႆႉ ၸၢႆး 3873 ၵေႃႉ ၊ ယိင်း 4494 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 8367 ၵေႃႉယဝ်ႉ။	waːn˧˧˨taː˨˦lok̚˦˨ˀmjoː˦˨ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩taː˨˦lok̚˦˨ˀmjoː˦˨ , t͡ɕɛː˧˧˨weŋ˥mjin˥t͡ɕʰaːn˩ , t͡ɕɛː˧˧˨tɔn˧˧˨mjin˥t͡ɕʰaːn˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ nɯŋ˧˧˨ heŋ˨˦ sʰɔŋ˨˦ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ sʰaːm˨˦ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩taː˨˦lok̚˦˨ˀmjoː˦˨ˀnaj˦˨ miː˥waj˦˨ t͡ɕaːj˥ sʰaːm˨˦ heŋ˨˦ pɛt̚˩ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ sʰaːm˨˦ kɔː˦˨ , jiŋ˥ sʰiː˩ heŋ˨˦ sʰiː˩ paːk̚˩ kaw˧˧˨ sʰip̚˥ sʰiː˩ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ pɛt̚˩ heŋ˨˦ sʰaːm˨˦ paːk̚˩ hok̚˥ sʰip̚˥ t͡ɕet̚˥ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၶျွင်းꧡူင်ႇ (ၵၢင်) (, ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇꩡၵျမ်း၊ ၸႄႈဝဵင်းတွင်ႇတႃႇ၊ ၸႄႈတွၼ်ႈမျိၼ်းၶျၢၼ်ႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 191513 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇꩡၵျမ်းၼႆႉ မီးဝႆႉ ၸၢႆး 5117 ၵေႃႉ ၊ ယိင်း 6486 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 11603 ၵေႃႉယဝ်ႉ။	waːn˧˧˨t͡ɕʰɔŋ˥ŋaː˨˦ kaːŋ˨˦ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩d͡ʑam˥ , t͡ɕɛː˧˧˨weŋ˥tɔŋ˩taː˩ , t͡ɕɛː˧˧˨tɔn˧˧˨mjin˥t͡ɕʰaːn˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ nɯŋ˧˧˨ heŋ˨˦ haː˧˧˨ paːk̚˩ sʰip̚˥ sʰaːm˨˦ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩d͡ʑam˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ haː˧˧˨ heŋ˨˦ nɯŋ˧˧˨ paːk̚˩ sʰip̚˥ t͡ɕet̚˥ kɔː˦˨ , jiŋ˥ hok̚˥ heŋ˨˦ sʰiː˩ paːk̚˩ pɛt̚˩ sʰip̚˥ hok̚˥ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ nɯŋ˧˧˨ mɯn˩ nɯŋ˧˧˨ heŋ˨˦ hok̚˥ paːk̚˩ sʰaːm˨˦ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၷူၺ်းၵူင်း (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇၷူၺ်းၵူင်း ၊ ၸႄႈဝဵင်းၼထူဝ်းၵျီး၊ ၸႄႈတွၼ်ႈမျိၼ်းၶျၢၼ်ႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 191685 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇၷူၺ်းၵူင်းၼႆႉ မီးဝႆႉ ၸၢႆး 805 ၵေႃႉ ၊ ယိင်း 966 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 1771 ၵေႃႉယဝ်ႉ။	waːn˧˧˨ɡoj˥koŋ˥ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩ɡoj˥koŋ˥ , t͡ɕɛː˧˧˨weŋ˥naː˨˦tʰoː˥d͡ʑiː˥ , t͡ɕɛː˧˧˨tɔn˧˧˨mjin˥t͡ɕʰaːn˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ nɯŋ˧˧˨ heŋ˨˦ hok̚˥ paːk̚˩ pɛt̚˩ sʰip̚˥ haː˧˧˨ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩ɡoj˥koŋ˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ pɛt̚˩ paːk̚˩ haː˧˧˨ kɔː˦˨ , jiŋ˥ kaw˧˧˨ paːk̚˩ hok̚˥ sʰip̚˥ hok̚˥ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ nɯŋ˧˧˨ heŋ˨˦ t͡ɕet̚˥ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ ʔet̚˥ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၵျိၼ်းတႃႇ (ဢွၵ်ႇ) (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇၵူင်းတႄး ၊ ၸႄႈဝဵင်းမလႅင်ႇ၊ ၸႄႈတွၼ်ႈမဵၵ်ႉထီႇလႃႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 194076 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇၵူင်းတႄးၼႆႉ မီးဝႆႉ ၸၢႆး 630 ၵေႃႉ ၊ ယိင်း 773 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 1403 ၵေႃႉယဝ်ႉ။	waːn˧˧˨d͡ʑin˥taː˩ ʔɔk̚˩ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩koŋ˥tɛː˥ , t͡ɕɛː˧˧˨weŋ˥maː˨˦lɛŋ˩ , t͡ɕɛː˧˧˨tɔn˧˧˨mek̚˦˨ˀtʰiː˩laː˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ sʰiː˩ heŋ˨˦ t͡ɕet̚˥ sʰip̚˥ hok̚˥ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩koŋ˥tɛː˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ hok̚˥ paːk̚˩ sʰaːm˨˦ sʰip̚˥ kɔː˦˨ , jiŋ˥ t͡ɕet̚˥ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ sʰaːm˨˦ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ nɯŋ˧˧˨ heŋ˨˦ sʰiː˩ paːk̚˩ sʰaːm˨˦ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၵျွၵ်ႉတၢႆႇ (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇတၼပ်ႉၸိတ်ႉ၊ ၸႄႈဝဵင်းငၸုၼ်ႇ၊ ၸႄႈတွၼ်ႈမျိၼ်းၶျၢၼ်ႇ၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 192202 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇတၼပ်ႉၸိတ်ႉၼႆႉ မီးဝႆႉ ၸၢႆး 2669 ၵေႃႉ ၊ ယိင်း 3071 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 5740 ၵေႃႉယဝ်ႉ။	waːn˧˧˨d͡ʑɔk̚˦˨ˀtaːj˩ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩taː˨˦nap̚˦˨ˀt͡ɕit̚˦˨ , t͡ɕɛː˧˧˨weŋ˥ŋaː˨˦t͡ɕun˩ , t͡ɕɛː˧˧˨tɔn˧˧˨mjin˥t͡ɕʰaːn˩ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ sʰɔŋ˨˦ heŋ˨˦ sʰɔŋ˨˦ paːk̚˩ sʰɔŋ˨˦ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩taː˨˦nap̚˦˨ˀt͡ɕit̚˦˨ˀnaj˦˨ miː˥waj˦˨ t͡ɕaːj˥ sʰɔŋ˨˦ heŋ˨˦ hok̚˥ paːk̚˩ hok̚˥ sʰip̚˥ kaw˧˧˨ kɔː˦˨ , jiŋ˥ sʰaːm˨˦ heŋ˨˦ t͡ɕet̚˥ sʰip̚˥ ʔet̚˥ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ haː˧˧˨ heŋ˨˦ t͡ɕet̚˥ paːk̚˩ sʰiː˩ sʰip̚˥ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၽလၢၼ်ႇၵၢၼ်ႇ (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇယႂႃႇပလႄး၊ ၸႄႈဝဵင်းၺွင်ႇဢူး၊ ၸႄႈတွၼ်ႈၺွင်ႇဢူး၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 192512 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇယႂႃႇပလႄးၼႆႉ မီးဝႆႉ ၸၢႆး 736 ၵေႃႉ ၊ ယိင်း 1037 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 1773 ၵေႃႉယဝ်ႉ။	waːn˧˧˨pʰaː˨˦laːn˩kaːn˩ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩jwaː˩paː˨˦lɛː˥ , t͡ɕɛː˧˧˨weŋ˥ɲɔŋ˩ʔuː˥ , t͡ɕɛː˧˧˨tɔn˧˧˨ɲɔŋ˩ʔuː˥ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ sʰɔŋ˨˦ heŋ˨˦ haː˧˧˨ paːk̚˩ sʰip̚˥ sʰɔŋ˨˦ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩jwaː˩paː˨˦lɛː˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ t͡ɕet̚˥ paːk̚˩ sʰaːm˨˦ sʰip̚˥ hok̚˥ kɔː˦˨ , jiŋ˥ nɯŋ˧˧˨ heŋ˨˦ sʰaːm˨˦ sʰip̚˥ t͡ɕet̚˥ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ nɯŋ˧˧˨ heŋ˨˦ t͡ɕet̚˥ paːk̚˩ t͡ɕet̚˥ sʰip̚˥ sʰaːm˨˦ kɔː˦˨ˀjaw˦˨ .
ဝၢၼ်ႈၸဵင်ႇပၢၼ်းၵူင်း (၊ ) ၼႆႉ မီးဝႆႉတီႈ ဢိူင်ႇတွင်ႇဢူး၊ ၸႄႈဝဵင်းၵျွၵ်ႉပတွင်း၊ ၸႄႈတွၼ်ႈၺွင်ႇဢူး၊ ၸႄႈတိူင်းတႃႈလိူဝ်ႇ ယဝ်ႉ။ ၶူတ်ႉဢွင်ႈတီႈၼႆႉ ပဵၼ် 192140 ယဝ်ႉ။ ၸွမ်းလူၺ်ႈ သဵၼ်ႈမၢႆႁူဝ်ႁိူၼ်း 2014 သေ တီႈ ဢိူင်ႇတွင်ႇဢူးၼႆႉ မီးဝႆႉ ၸၢႆး 1799 ၵေႃႉ ၊ ယိင်း 2283 ၵေႃႉ သေ ႁူဝ်ၼပ်ႉၵူၼ်း ယူႇသဝ်း ႁူမ်ႈ မီးယူႇ 4082 ၵေႃႉယဝ်ႉ။	waːn˧˧˨t͡ɕeŋ˩paːn˥koŋ˥ , naj˦˨ miː˥waj˦˨ˀtiː˧˧˨ ʔɤŋ˩tɔŋ˩ʔuː˥ , t͡ɕɛː˧˧˨weŋ˥d͡ʑɔk̚˦˨ˀpaː˨˦tɔŋ˥ , t͡ɕɛː˧˧˨tɔn˧˧˨ɲɔŋ˩ʔuː˥ , t͡ɕɛː˧˧˨tɤŋ˥taː˧˧˨lɤː˩ jaw˦˨ . kʰot̚˦˨ˀʔɔŋ˧˧˨tiː˧˧˨naj˦˨ pen˨˦ nɯŋ˧˧˨ sʰɛn˨˦ kaw˧˧˨ mɯn˩ sʰɔŋ˨˦ heŋ˨˦ nɯŋ˧˧˨ paːk̚˩ sʰiː˩ sʰip̚˥ jaw˦˨ . t͡ɕɔm˥loj˧˧˨ sʰen˧˧˨maːj˨˦hoː˨˦hɤn˥ sʰɔŋ˨˦ heŋ˨˦ sʰip̚˥ sʰiː˩ sʰeː˨˦ tiː˧˧˨ ʔɤŋ˩tɔŋ˩ʔuː˥naj˦˨ miː˥waj˦˨ t͡ɕaːj˥ nɯŋ˧˧˨ heŋ˨˦ t͡ɕet̚˥ paːk̚˩ kaw˧˧˨ sʰip̚˥ kaw˧˧˨ kɔː˦˨ , jiŋ˥ sʰɔŋ˨˦ heŋ˨˦ sʰɔŋ˨˦ paːk̚˩ pɛt̚˩ sʰip̚˥ sʰaːm˨˦ kɔː˦˨ sʰeː˨˦ hoː˨˦nap̚˦˨ˀkon˥ juː˩sʰaw˥ hom˧˧˨ miː˥juː˩ sʰiː˩ heŋ˨˦ pɛt̚˩ sʰip̚˥ sʰɔŋ˨˦ kɔː˦˨ˀjaw˦˨ .
