# CMUdict (public domain) → canonical IPA. Per-word pronunciation lexicon: word <TAB> <TAB> IPA.
# The primary English pronunciation source; consumed by src/languages/english/english.ts.
abomination		əbˌɑːmənˈeᶦʃən
abominations		əbˌɑːmənˈeᶦʃənz
abood		əbˈuːd
aboodi		əbˈuːd̬i
abor		əbˈɔːɹ
aboriginal		ˌæbɚˈɪd͡ʒənəɫ
aborigine		ˌæbɚˈɪd͡ʒəni
aborigines		ˌæbɚˈɪd͡ʒəniz
aborn		əbˈɔːɹn
abort		əbˈɔːɹt
aborted		əbˈɔːɹt̬ᵻd
abortifacient		əbˌɔːɹt̬əfˈeᶦʃənt
abortifacients		əbˌɔːɹt̬əfˈeᶦʃənts
aborting		əbˈɔːɹt̬ɪŋ
abortion		əbˈɔːɹʃən
abortionist		əbˈɔːɹʃənɪst
abortionists		əbˈɔːɹʃənɪsts
abortions		əbˈɔːɹʃənz
abortive		əbˈɔːɹt̬ɪv
aborts		əbˈɔːɹts
abott		əbˈɑːt
abou		əbˈuː
aboud		ɑːbˈuːd
abouhalima		ˌɑːbuːhɑːlˈiːmə
abouhalima's		ˌɑːbuːhɑːlˈiːməz
abound		əbˈaᶷnd
abounded		əbˈaᶷndᵻd
abounding		əbˈaᶷndɪŋ
abounds		əbˈaᶷndz
about		əbˈaᶷt
about's		əbˈaᶷts
above		əbˈʌv
above's		əbˈʌvz
aboveboard		əbˈʌvbɔːɹd
abplanalp		ˈæbplənæɫp
abra		ˈɑːbɹə
abracadabra		ˌæbɹəkədˈæbɹə
abrade		æbɹˈeᶦd
abraded		æbɹˈeᶦd̬ᵻd
abrades		æbɹˈeᶦdz
abraham		ˈeᶦbɹəhˌæm
abrahamian		ˌæbɹəhˈeᶦmiʲən
abrahams		ˈeᶦbɹəhˌæmz
abrahamsen		æbɹəhˈæmsən
abrahamson		əbɹˈæhəmsən
abram		əbɹˈæm
abram's		ˈeᶦbɹəmz
abramczyk		ˈɑːbɹəmt͡ʃɪk
abramo		ɑːbɹˈɑːmoᶷ
abramovitz		əbɹˈɑːməvɪts
abramowicz		əbɹˈɑːməvɪt͡ʃ
abramowitz		əbɹˈɑːməwɪts
abrams		ˈeᶦbɹəmz
abrams's		ˈeᶦbɹəmzɪz
abramson		ˈeᶦbɹəmsən
abrasion		əbɹˈeᶦʒən
abrasions		əbɹˈeᶦʒənz
abrasive		əbɹˈeᶦsɪv
abrasives		əbɹˈeᶦsɪvz
abraxa		əbɹˈæksə
abraxa's		əbɹˈæksəz
abraxas		əbɹˈæksəz
abreast		əbɹˈɛst
abrego		ɑːbɹˈɛɡoᶷ
abreu		əbɹˈuː
abridge		əbɹˈɪd͡ʒ
abridged		əbɹˈɪd͡ʒd
abridgement		əbɹˈɪd͡ʒmənt
abridges		əbɹˈɪd͡ʒəz
abridging		əbɹˈɪd͡ʒɪŋ
abril		əbɹˈɪɫ
abroad		əbɹˈɔːd
abrogate		ˈæbɹəɡˌeᶦt
abrogated		ˈæbɹəɡˌeᶦt̬ᵻd
abrogating		ˈæbɹəɡˌeᶦt̬ɪŋ
abrogation		ˌæbɹəɡˈeᶦʃən
abrol		əbɹˈoᶷɫ
abron		əbɹˈɑːn
abrupt		əbɹˈʌpt
abruptly		əbɹˈʌptli
abruptness		əbɹˈʌptnəs
abrutyn		ˈeᶦbɹuːt̬ɪn
abruzzese		ɑːbɹuːtsˈeᶦzi
abruzzo		ɑːbɹˈuːzoᶷ
abs		ˈeᶦbˈiːʲˈɛs
absalom		ˈæbsələm
absaraka		æbsˈɑːɹəkə
abscam		ˈæbskæm
abscess		ˈæbsɛs
abscond		æbskˈɑːnd
absconded		æbskˈɑːndᵻd
absconding		æbskˈɑːndɪŋ
absconds		æbskˈɑːndz
absecon		ˈæbsəkɔːn
absence		ˈæbsəns
absences		ˈæbsənsɪz
absent		ˈæbsənt
absentee		ˌæbsəntˈiː
absenteeism		ˌæbsəntˈiːʲɪzəm
absentees		ˌæbsəntˈiːz
absentia		æbsˈɛnʃə
absher		ˈæbʃɚ
abshier		ˈæbʃiʲɚ
abshire		ˈæbʃaᶦɹ
absinthe		ˈæbsɪnθ
abso		ˈæbsoᶷ
absolom		ˈæbsələm
absolut		ˌæbsəlˈuːt
absolut's		ˌæbsəlˈuːts
absolute		ˈæbsəlˌuːt
absolutely		ˌæbsəlˈuːtli
absoluteness		ˈæbsəlˌuːtnəs
absolutes		ˈæbsəlˌuːts
absolution		ˌæbsəlˈuːʃən
absolutism		ˈæbsəlˌuːt̬ˌɪzəm
absolutist		æbsəlˈuːt̬ɪst
absolve		əbzˈɑːɫv
absolved		əbzˈɑːɫvd
absolves		əbzˈɑːɫvz
absolving		əbzˈɑːɫvɪŋ
absorb		əbzˈɔːɹb
absorbed		əbzˈɔːɹbd
absorbency		əbzˈɔːɹbənsi
absorbent		əbzˈɔːɹbənt
absorber		əbzˈɔːɹbɚ
absorbers		əbzˈɔːɹbɚz
absorbing		əbzˈɔːɹbɪŋ
absorbs		əbzˈɔːɹbz
absorption		əbzˈɔːɹpʃən
abstain		əbstˈeᶦn
abstained		əbstˈeᶦnd
abstaining		əbstˈeᶦnɪŋ
abstention		əbstˈɛnt͡ʃən
abstentions		əbstˈɛnt͡ʃənz
abstinence		ˈæbstənəns
abstinent		ˈæbstənənt
abston		ˈæbstən
abstract		æbstɹˈækt
abstracted		ˈæbstɹæktᵻd
abstraction		æbstɹˈækʃən
abstractions		æbstɹˈækʃənz
abstracts		ˈæbstɹækts
abstruse		əbstɹˈuːs
absurd		əbsˈɝd
absurdist		əbsˈɝd̬ɪst
absurdities		əbsˈɝd̬ᵻt̬iz
absurdity		əbsˈɝd̬ᵻt̬i
absurdly		əbsˈɝdli
abt		ˈæbt
abts		ˈæbts
abu		ˈæbuː
abudrahm		əbˈʌdɹəm
abuellah		əbwˈɛlə
abuellah's		əbwˈɛləz
abuladze		ˌæbjuːlˈædzi
abundance		əbˈʌndəns
abundant		əbˈʌndənt
abundantly		əbˈʌndəntli
aburto		əbˈʊɹt̬oᶷ
aburto's		əbˈʊɹt̬oᶷz
abuse		əbjˈuːs
abused		əbjˈuːzd
abuser		əbjˈuːzɚ
abusers		əbjˈuːzɚz
abuses		əbjˈuːsɪz
abusing		əbjˈuːzɪŋ
abusive		əbjˈuːsɪv
abut		əbˈʌt
abuts		əbˈʌts
abutted		əbˈʌt̬ᵻd
abutting		əbˈʌt̬ɪŋ
abuzz		əbˈʌz
abysmal		əbˈɪzməɫ
abysmally		əbˈɪzməli
abyss		əbˈɪs
abyssinia		æbsˈɪniːʲə
abyssinian		æbsˈɪniːʲən
abzug		ˈæbzʌɡ
ac		ˈeᶦsˈiː
aca		ˈækə
acacia		əkʰˈeᶦʃə
academe		ˈækəd̬ˌiːm
academia		ˌækədˈiːmiʲə
academic		ˌækədˈɛmɪk
academically		ˌækədˈɛmɪkli
academician		ˌækəd̬əmˈɪʃən
academicians		ˌækəd̬əmˈɪʃənz
academics		ˌækədˈɛmɪks
academies		əkʰˈæd̬əmiz
academy		əkʰˈæd̬əmi
academy's		əkʰˈæd̬əmiz
acadia		əkʰˈeᶦd̬iʲə
acaena		əsˈiːnə
acampo		əkʰˈɑːmpoᶷ
acampora		əkʰˈæmpɚə
acampsia		əkʰˈæmpsjə
acantha		ɑːkʰˈɑːnðə
acapulco		ˌækəpʰˈʊɫkoᶷ
acary		ˈækɚi
acc		ˌaᶦsiːsˈiː
accardi		ɑːkʰˈɑːɹd̬i
accardo		ɑːkʰˈɑːɹd̬oᶷ
accede		æksˈiːd
acceded		æksˈiːd̬ᵻd
accedes		æksˈiːdz
acceding		æksˈiːd̬ɪŋ
accel		əksˈɛɫ
accelerant		æksˈɛlɚənt
accelerants		æksˈɛlɚənts
accelerate		æksˈɛlɚˌeᶦt
accelerated		æksˈɛlɚˌeᶦt̬ᵻd
accelerates		æksˈɛlɚˌeᶦts
accelerating		æksˈɛlɚˌeᶦt̬ɪŋ
acceleration		ˌæksˌɛlɚˈeᶦʃən
accelerator		æksˈɛlɚˌeᶦt̬ɚ
accelerators		æksˈɛlɚˌeᶦt̬ɚz
accelerometer		æksˌɛlɚˈɑːmət̬ɚ
accelerometers		æksˌɛlɚˈɑːmət̬ɚz
accent		əksˈɛnt
accented		ˈæksɛntᵻd
accenting		ˈæksɛntɪŋ
accents		ˈæksɛnts
accentuate		æksˈɛnt͡ʃuːeᶦt
accentuated		æksˈɛnt͡ʃuːˌeᶦt̬ᵻd
accentuates		æksˈɛnt͡ʃuːˌeᶦts
accentuating		æksˈɛnt͡ʃuːˌeᶦt̬ɪŋ
accenture		æksˈɛnt͡ʃɚ
accept		æksˈɛpt
acceptability		əksˌɛptəbˈɪlᵻt̬i
acceptable		æksˈɛptəbəɫ
acceptably		æksˈɛptəbli
acceptance		æksˈɛptəns
acceptances		æksˈɛptənsɪz
accepted		æksˈɛptᵻd
accepting		æksˈɛptɪŋ
accepts		æksˈɛpts
access		ˈæksɛs
accessed		ˈæksɛst
accessibility		ˌæksɛsəbˈɪlᵻt̬i
accessible		æksˈɛsᵻbəɫ
accessing		ˈæksɛsɪŋ
accession		əksˈɛʃən
accessories		æksˈɛsɚiz
accessorize		æksˈɛsɚˌaᶦz
accessorized		æksˈɛsɚˌaᶦzd
accessory		æksˈɛsɚi
accetta		ɑːt͡ʃˈɛt̬ə
accident		ˈæksəd̬ənt
accident's		ˈæksəd̬ənts
accidental		ˌæksədˈɛntəɫ
accidentally		ˌæksədˈɛntəli
accidently		ˈæksəd̬əntli
accidents		ˈæksəd̬ənts
accion		ˈæt͡ʃiʲən
accival		ˈæsɪvˌɑːɫ
acclaim		əklˈeᶦm
acclaim's		əklˈeᶦmz
acclaimed		əklˈeᶦmd
acclaiming		əklˈeᶦmɪŋ
acclaims		əklˈeᶦmz
acclamation		ˌækləmˈeᶦʃən
acclimate		ˈækləmˌeᶦt
acclimated		ˈækləmˌeᶦt̬ᵻd
acclimation		ˌækləmˈeᶦʃən
acco		ˈækoᶷ
accokeek		ˈækoᶷkik
accola		ɑːkʰˈoᶷlə
accolade		ˈækəlˌeᶦd
accolades		ˈækəlˌeᶦdz
accomando		ɑːkoᶷmˈɑːndoᶷ
accommodate		əkʰˈɑːməd̬ˌeᶦt
accommodated		əkʰˈɑːməd̬ˌeᶦt̬ᵻd
accommodates		əkʰˈɑːməd̬ˌeᶦts
accommodating		əkʰˈɑːməd̬ˌeᶦt̬ɪŋ
accommodation		əkʰˌɑːmədˈeᶦʃən
accommodations		əkʰˌɑːmədˈeᶦʃənz
accommodative		əkʰˈɑːməd̬ˌeᶦt̬ɪv
accompanied		əkʰˈʌmpənid
accompanies		əkʰˈʌmpəniz
accompaniment		əkʰˈʌmpnɪmənt
accompaniments		əkʰˈʌmpnɪmənts
accompanist		əkʰˈʌmpənəst
accompany		əkʰˈʌmpəni
accompanying		əkʰˈʌmpəniʲɪŋ
accompli		ɑːkʰˈɑːmpli
accomplice		əkʰˈɑːmpləs
accomplices		əkʰˈɑːmpləsəz
accomplish		əkʰˈɑːmplɪʃ
accomplished		əkʰˈɑːmplɪʃt
accomplishes		əkʰˈɑːmplɪʃɪz
accomplishing		əkʰˈɑːmplɪʃɪŋ
accomplishment		əkʰˈɑːmplɪʃmənt
accomplishments		əkʰˈɑːmplɪʃmənts
accor		ˈækʰɔːɹ
accor's		ˈækɚz
accord		əkʰˈɔːɹd
accord's		əkʰˈɔːɹdz
accordance		əkʰˈɔːɹd̬əns
accorded		əkʰˈɔːɹd̬ᵻd
according		əkʰˈɔːɹd̬ɪŋ
accordingly		əkʰˈɔːɹd̬ɪŋli
accordion		əkʰˈɔːɹd̬iʲən
accordions		əkʰˈɔːɹd̬iʲənz
accords		əkʰˈɔːɹdz
accost		əkʰˈɔːst
accosted		əkʰˈɑːstᵻd
accosting		əkʰˈɑːstɪŋ
account		əkʰˈaᶷnt
account's		əkʰˈaᶷnts
accountability		əkʰˈaᶷntəbˌɪlᵻt̬i
accountable		əkʰˈaᶷntəbəɫ
accountancy		əkʰˈaᶷntənsi
accountant		əkʰˈaᶷntənt
accountant's		əkʰˈaᶷntənts
accountants		əkʰˈaᶷntənts
accountants'		əkʰˈaᶷntənts
accounted		əkʰˈaᶷntᵻd
accountemp		əkʰˈaᶷntɛmp
accountemps		əkʰˈaᶷntɛmps
accounting		əkʰˈaᶷntɪŋ
accounts		əkʰˈaᶷnts
accouterment		əkʰˈuːt̬ɚmənt
accouterments		əkʰˈuːt̬ɚmənts
accoutrement		əkʰˈuːt̬ɚmənt
accoutrements		əkʰˈuːt̬ɚmənts
accra		ˈɑːkɹɑː
accredit		əkɹˌɛd̬ᵻt
accreditation		əkɹˌɛd̬ətʰˈeᶦʃən
accreditations		əkɹˌɛd̬ətʰˈeᶦʃənz
accredited		əkɹˈɛd̬ɪt̬ᵻd
accrediting		əkɹˈɛd̬ət̬ɪŋ
accreted		əkɹˈiːt̬ᵻd
accretion		əkɹˈiːʃən
accrual		əkɹˈuːəɫ
accruals		əkɹˈuːəɫz
accrue		əkɹˈuː
accrued		əkɹˈuːd
accrues		əkɹˈuːz
accruing		əkɹˈuːɪŋ
accu		ˈækjuː
accuhealth		ˈækjuːhˌɛɫθ
accumulate		əkjˈuːmjəlˌeᶦt
accumulated		əkjˈuːmjəlˌeᶦt̬ᵻd
accumulates		əkjˈuːmjəlˌeᶦts
accumulating		əkjˈuːmjəlˌeᶦt̬ɪŋ
accumulation		əkjˌuːmjəlˈeᶦʃən
accumulations		əkjˌuːmjəlˈeᶦʃənz
accumulative		əkjˈuːmjəlˌeᶦt̬ɪv
accumulatively		əkjˈuːmjəlˌeᶦt̬ɪvli
accumulator		əkjˈuːmjəlˌeᶦt̬ɚ
accumulators		əkjˈuːmjəlˌeᶦt̬ɚz
accuracies		ˈækjɚəsiz
accuracy		ˈækjɚəsi
accurate		ˈækjɚət
accurately		ˈækjɚətli
accuray		ˈækjɚˌeᶦ
accuray's		ˈækjɚˌeᶦz
accuride		ˈækjɚˌaᶦd
accursed		ækʰˈɝst
accurso		ɑːkʰˈʊɹsoᶷ
accusation		ˌækjəzˈeᶦʃən
accusations		ˌækjəzˈeᶦʃənz
accusative		əkjˈuːzət̬ɪv
accusatory		əkjˈuːzət̬ˌɔːɹi
accuse		əkjˈuːz
accused		əkjˈuːzd
accuser		əkjˈuːzɚ
accusers		əkjˈuːzɚz
accuses		əkjˈuːzɪz
accusing		əkjˈuːzɪŋ
accusingly		əkjˈuːzɪŋli
accustom		əkʰˈʌstəm
accustomed		əkʰˈʌstᵻmd
accutane		ˈækjuːt̬ˌeᶦn
ace		ˈeᶦs
acecomm		ˈeᶦskɑːm
aced		ˈeᶦst
acer		ˈeᶦsɚ
acerbic		əsˈɛɹbɪk
acero		əsˈɛɹoᶷ
acerra		əsˈɛɹə
aces		ˈeᶦsɪz
acetaminophen		əsˌiːt̬əmˈɪnəfən
acetate		ˈæsət̬ˌeᶦt
acetic		əsˈɛt̬ɪk
aceto		ɑːsˈɛt̬oᶷ
acetochlor		ɑːsˈɛt̬oᶷklˌɔːɹ
acetone		ˈæsət̬ˌoᶷn
acetosyringone		əsˌɛt̬oᶷsˈɪɹɪŋɡɔːn
acetylcholine		əsˌɛt̬əɫkˈoᶷlin
acetylene		əsˈɛt̬əlˌiːn
acevedo		æsəvˈeᶦd̬oᶷ
aceves		ɑːsˈeᶦvɛs
acey		ˈeᶦsi
ach		ˈeᶦsˈiːʲˈeᶦt͡ʃ
achaean		ət͡ʃˈiːʲən
achatz		ˈækəts
ache		ˈeᶦk
achebe		ɑːt͡ʃˈeᶦbi
ached		ˈeᶦkt
achee		ət͡ʃˈiː
achenbach		ˈækɪnbɑːk
achenbaum		ˈækənbˌaᶷm
achene		əkʰˈiːn
achenes		əkʰˈiːnz
aches		ˈeᶦks
acheson		ˈæt͡ʃəsən
acheson's		ˈæt͡ʃəsənz
achesons		ˈæt͡ʃəsənz
achey		ˈæt͡ʃi
achieva		ət͡ʃˈiːvə
achievable		ət͡ʃˈiːvəbəɫ
achieve		ət͡ʃˈiːv
achieved		ət͡ʃˈiːvd
achievement		ət͡ʃˈiːvmənt
achievements		ət͡ʃˈiːvmənts
achiever		ət͡ʃˈiːvɚ
achievers		ət͡ʃˈiːvɚz
achieves		ət͡ʃˈiːvz
achieving		ət͡ʃˈiːvɪŋ
achill		ˈækɪɫ
achill's		ˈækɪɫz
achille		əkʰˈɪli
achilles		əkʰˈɪliz
achilles'		əkʰˈɪliz
aching		ˈeᶦkɪŋ
achingly		ˈeᶦkɪŋli
achmed		ˈɑːhmɛd
achoa		ət͡ʃˈoᶷə
achoa's		ət͡ʃˈoᶷəz
achoo		ɑːt͡ʃˈuː
achor		ˈeᶦkɚ
achord		ˈækɔːɹd
achorn		ˈækɚn
achtenberg		ˈæktɛnbɚɡ
achterberg		ˈæktɚbɚɡ
achy		ˈeᶦki
acid		ˈæsəd
acidic		əsˈɪd̬ɪk
acidification		əsˌɪd̬əfəkʰˈeᶦʃən
acidified		əsˈɪd̬əfˌaᶦd
acidifies		əsˈɪd̬əfˌaᶦz
acidify		əsˈɪd̬əfˌaᶦ
acidity		əsˈɪd̬ᵻt̬i
acidly		ˈæsədli
acidosis		ˌæsədˈoᶷsəs
acids		ˈæsədz
aciduria		ˌæsədˈʊɹiʲə
acierno		ɑːsˈɪɹnoᶷ
ack		ˈæk
acker		ˈækɚ
acker's		ˈækɚz
ackerley		ˈækɚli
ackerly		ˈækɚli
ackerman		ˈækɚmən
ackermann		ˈækɚmən
ackermanville		ˈækɚmənvɪɫ
ackerson		ˈækɚsən
ackert		ˈækɚt
ackhouse		ˈækhaᶷs
ackland		ˈæklənd
ackles		ˈækəɫz
ackley		ˈækli
acklin		ˈæklɪn
ackman		ˈækmən
acknowledge		æknˈɑːlɪd͡ʒ
acknowledgeable		æknˈɑːlɪd͡ʒəbəɫ
acknowledged		æknˈɑːlɪd͡ʒd
acknowledgement		æknˈɑːlɪd͡ʒmənt
acknowledgements		æknˈɑːlɪd͡ʒmənts
acknowledges		æknˈɑːlɪd͡ʒɪz
acknowledging		æknˈɑːlɪd͡ʒɪŋ
acknowledgment		æknˈɑːlɪd͡ʒmənt
acknowledgments		æknˈɑːlɪd͡ʒmənts
ackroyd		ˈækɹɔᶦd
ackroyd's		ˈækɹɔᶦdz
acm		ˌeᶦsiːʲˈɛm
acmat		ˈækmæt
acmat's		ˈækmæts
acme		ˈækmi
acme's		ˈækmiz
acne		ˈækni
acocella		ɑːkoᶷt͡ʃˈɛlə
acoff		ˈækɔːf
acog		əkʰˈɔːɡ
acolyte		ˈækəlˌaᶦt
acolytes		ˈækəlˌaᶦts
acomb		ˈeᶦkəm
acord		əkʰˈɔːɹd
acordia		əkʰˈɔːɹd̬iʲə
acorn		ˈeᶦkɔːɹn
acorn's		ˈeᶦkɔːɹnz
acorns		ˈeᶦkɔːɹnz
acosta		əkʰˈɔːstə
acott		ˈeᶦkɔːt
acoustic		əkʰˈuːstɪk
acoustical		əkʰˈuːstɪkəɫ
acoustically		əkʰˈuːstɪkli
acoustics		əkʰˈuːstɪks
acquaint		əkwˈeᶦnt
acquaintance		əkwˈeᶦntəns
acquaintances		əkwˈeᶦntənsɪz
