角	かく	かど	
赫	かく	あかい	
較	かく	くら	
郭	かく	くるわ	
閣	かく		
隔	かく	へだ	
革	かく	かわ	
学	がく	まな	
岳	がく	たけ	
楽	がく	たの	
額	がく	ひたい	
顎	がく	あご	
掛	かい	か	
笠	りゅう	かさ	
樫		かし	
橿	きょう	かし	
梶	び	かじ	
鰍	しゅう	かじか	
潟	せき	かた	
割	かつ	わ	
喝	かつ		
恰	こう	あたか	
括	かつ	くく	
活	かつ	い	
渇	かつ	かわ	
滑	かつ	すべ	
葛	かつ	つづら	
褐	かつ		
轄	かつ	くさび	
且	しょ	か	
鰹	けん	かつお	
叶	きょう	かな	
椛		かば	
樺	か	かば	
鞄	はく	かばん	
株	しゅ	かぶ	
兜	とう	かぶと	
竃	そう	かまど	
蒲	ほ	がま	
釜	ふ	かま	
鎌	れん	かま	
噛	こう	か	
鴨	おう	かも	
栢	はく	かしわ	
茅	ぼう	かや	
萱	けん	かや	
粥	いく	かゆ	
刈	がい	か	
苅	がい	か	
瓦	が	かわら	
乾	かん	かわ	
侃	かん	つよ	
冠	かん	かんむり	
寒	かん	さむ	
刊	かん		
勘	かん		
勧	かん	すす	
巻	かん	ま	
喚	かん	わめ	
堪	かん	た	
姦	かん	かん	
完	かん		
官	かん		
寛	かん	くつろ	
干	かん	ほ	
幹	かん	みき	
患	かん	わずら	
感	かん		
慣	かん	な	
憾	かん	うら	
換	かん	か	
敢	かん	あ	
柑	こん		
桓	かん		
棺	かん		
款	かん		
歓	かん	よろこ	
汗	かん	あせ	
漢	かん		
澗	かん	たに	
潅	かん	そそ	
環	かん	わ	
甘	かん	あま	
監	かん		
看	かん	み	
竿	かん	さお	
管	かん	くだ	
簡	かん	えら	
緩	かん	ゆる	
缶	かん	かま	
翰	かん	はね	
肝	かん	きも	
艦	かん		
莞	かん	い	
観	かん	み	
諌	かん	いさ	
貫	かん	つらぬ	
還	かん	かえ	
鑑	かん	かんが	
間	かん	あいだ	
閑	かん		
関	かん	せき	
陥	かん	おちい	
韓	かん	から	
館	かん	やかた	
舘	かん	やかた	
丸	がん	まる	
含	がん	ふく	
岸	がん	きし	
巌	がん	いわ	
玩	がん	もちあそ	
癌	がん		
眼	がん	まなこ	
岩	がん	いわ	
翫	がん	もてあそ	
贋	がん	にせ	
雁	がん	かり	
頑	がん	かたく	
顔	がん	かお	
願	がん	ねが	
企	き	くわだ	
伎	ぎ	わざ	
危	き	あぶ	
喜	き	よろこ	
器	き	うつわ	
基	き	もと	
奇	き	く	
嬉	き	うれ	
寄	き	よ	
岐	き		
希	き	まれ	
幾	き	いく	
忌	き	い	
揮	き	ふる	
机	き	つくえ	
旗	き	はた	
既	き	すで	
期	き		
棋	き	ご	
棄	き	す	
機	き	はた	
帰	き	かえ	
毅	き	つよ	
気	き	いき	
汽	き		
畿	き	みやこ	
祈	き	いの	
季	き		
稀	き	まれ	
紀	き		
徽	き	しるし	
規	き		
記	き	しる	
貴	き	たっと	
起	き	お	
軌	き		
輝	き	かがや	
飢	き	う	
騎	き		
鬼	き	おに	
亀	き	かめ	
偽	ぎ	いつわ	
儀	ぎ		
妓	ぎ	わざおぎ	
宜	ぎ	よろ	
戯	ぎ	たわむ	
技	ぎ	わざ	
擬	ぎ	まが	
欺	ぎ	あざむ	
犠	ぎ	いけにえ	
疑	ぎ	うたが	
祇	ぎ	くにつかみ	
義	ぎ		
蟻	ぎ	あり	
誼	ぎ	よしみ	
議	ぎ		
掬	きく	きく	
菊	きく		
鞠	きく	まり	
吉	きち	よし	
吃	きつ	ども	
喫	きつ	の	
桔	きつ		
橘	きつ	たちばな	
詰	きつ	つ	
砧	ちん	きぬた	
杵	しょ	きね	
黍	しょ	きび	
却	きゃく	かえ	
客	きゃく		
脚	きゃく	あし	
虐	ぎゃく	しいた	
逆	ぎゃく	さか	
丘	きゅう	おか	
久	きゅう	ひさ	
仇	きゅう	あだ	
休	きゅう	やす	
及	きゅう	およ	
吸	きゅう	す	
宮	きゅう	みや	
弓	きゅう	ゆみ	
急	きゅう	いそ	
救	きゅう	すく	
朽	きゅう	く	
求	きゅう	もと	
汲	きゅう	く	
泣	きゅう	な	
灸	きゅう	やいと	
球	きゅう	たま	
究	きゅう	きわ	
窮	きゅう	きわ	
笈	きゅう		
級	きゅう		
糾	きゅう	ただ	
給	きゅう	たま	
旧	きゅう	ふる	
牛	ぎゅう	うし	
去	きょ	さ	
居	きょ	い	
巨	きょ		
拒	きょ	こば	
拠	きょ	よ	
挙	きょ	あ	
渠	きょ	かれ	
虚	きょ	むな	
許	きょ	ゆる	
距	きょ	へだ	
鋸	きょ	のこ	
漁	ぎょ	あさ	
禦	ぎょ	ふせ	
魚	ぎょ	うお	
亨	こう	とお	
享	きょう	う	
京	きょう	みやこ	
供	きょう	そな	
侠	きょう	きゃん	
僑	きょう		
兇	きょう	おそ	
競	きょう	きそ	
共	きょう	とも	
凶	きょう		
協	きょう		
匡	きょう	すく	
卿	けい	きみ	
叫	きょう	さけ	
喬	きょう	たか	
境	きょう	さかい	
峡	きょう	はざま	
強	きょう	つよ	
彊	きょう	つよ	
怯	きょう	ひる	
恐	きょう	おそ	
恭	きょう	うやうや	
挟	きょう	はさ	
教	きょう	おし	
橋	きょう	はし	
況	きょう	まし	
狂	きょう	くる	
狭	きょう	せま	
矯	きょう	た	
胸	きょう	むね	
脅	きょう	おびや	
興	こう	おこ	
蕎	きょう	そば	
郷	きょう	さと	
鏡	きょう	かがみ	
響	きょう	ひび	
饗	きょう	う	
驚	きょう	おどろ	
仰	ぎょう	あお	
凝	ぎょう	こ	
尭	ぎょう	たか	
暁	ぎょう	あかつき	
業	ぎょう	わざ	
局	きょく	つぼね	
曲	きょく	ま	
極	きょく	きわ	
玉	ぎょく	たま	
桐	とう	きり	
粁		きろめーとる	
僅	きん	わず	
勤	きん	つと	
均	きん	なら	
巾	きん	おお	
錦	きん	にしき	
斤	きん		
欣	きん	よろこ	
欽	きん	つつし	
琴	きん	こと	
禁	きん		
禽	きん	とり	
筋	きん	すじ	
緊	きん	し	
芹	きん	せり	
菌	きん		
衿	きん	えり	
襟	きん	えり	
謹	きん	つつし	
近	きん	ちか	
金	きん	かね	
吟	ぎん		
銀	ぎん	しろがね	
九	きゅう	ここの	
倶	ぐ	とも	
句	く		
区	く		
狗	く	いぬ	
玖	きゅう		
矩	く	かね	
苦	く	くる	
躯	く	むくろ	
駆	く	か	
駈	く	か	
駒	く	こま	
具	ぐ	そな	
愚	ぐ	おろ	
虞	ぐ	おそれ	
喰		く	
空	くう	そら	ぞら
偶	ぐう	たま	
寓	ぐう	ぐう	
遇	ぐう	あ	
隅	ぐう	すみ	
串	かん	くし	
櫛	しつ	くし	
釧	せん	くしろ	
屑	せつ	くず	
屈	くつ	かが	
掘	くつ	ほ	
窟	くつ	いわや	
沓	とう	くつ	
靴	か	くつ	
轡	ひ	くつわ	
窪	わ	くぼ	
熊	ゆう	くま	
隈	わい	くま	
粂		くめ	
栗	りつ	くり	
繰	そう	く	
桑	そう	くわ	
鍬	しょう	くわ	
勲	くん	いさお	
君	くん	きみ	
薫	くん	かお	
訓	くん	おし	
群	ぐん	む	
軍	ぐん	いくさ	
郡	ぐん	こおり	
卦	か	うらかた	
袈	け		
祁	き		
係	けい	かか	
傾	けい	かたむ	
刑	けい		
兄	けい	あに	
啓	けい	ひら	
圭	けい		
珪	けい	たま	
型	けい	かた	
契	けい	ちぎ	
形	けい	かた	
径	けい	みち	
恵	けい	めぐ	
慶	けい	よろこ	
慧	けい	さとい	
憩	けい	いこ	
掲	けい	かか	
携	けい	たずさ	
敬	けい	うやま	
景	けい		
桂	けい	かつら	
渓	けい	たに	
畦	けい	あぜ	
稽	けい	かんが	
系	けい		
経	けい	へ	
継	けい	つ	
繋	けい	つな	
罫	けい		
茎	けい	くき	
荊	けい	いばら	
蛍	けい	ほたる	
計	けい	はか	
詣	けい	けい	
警	けい	いまし	
軽	けい	かる	
頚	けい	くび	
鶏	けい	にわとり	
芸	げい	う	
迎	げい	むか	
鯨	げい	くじら	
劇	げき		
戟	げき	ほこ	
撃	げき	う	
激	げき	はげ	
隙	げき	すき	
桁	こう	けた	
傑	けつ	すぐ	
欠	けつ	か	
決	けつ	き	
潔	けつ	いさぎよ	
穴	けつ	あな	
結	けつ	むす	
血	けつ	ち	
訣	けつ	わかれ	
月	げつ	つき	
件	けん	くだん	
倹	けん	つま	
倦	けん	あき	
健	けん	すこ	
兼	けん	か	
券	けん		
剣	けん	つるぎ	
喧	けん	やかま	
圏	けん	かこ	
堅	けん	かた	
嫌	けん	きら	
建	けん	た	
憲	けん		
懸	けん	か	
拳	けん	こぶし	
捲	けん	ま	
検	けん	しら	
権	けん	おもり	
牽	けん	ひ	
犬	けん	いぬ	
献	けん	たてまつ	
研	けん	と	
硯	けん	すずり	
絹	けん	きぬ	
県	けん	か	
肩	けん	かた	
見	けん	み	
謙	けん	へりくだ	
賢	けん	かしこ	
軒	けん	のき	
遣	けん	つか	
鍵	けん	かぎ	
険	けん	けわ	
顕	けん	あきらか	
験	けん	あかし	
鹸	けん	あ	
元	げん	もと	
原	げん	はら	
厳	げん	おごそ	
幻	げん	まぼろし	
弦	げん	つる	
減	げん	へ	
源	げん	みなもと	
玄	げん	くろ	
現	げん	あらわ	
絃	げん	いと	
舷	げん	ふなばた	
言	げん	い	
諺	げん	ことわざ	
限	げん	かぎ	
乎	こ	か	
個	こ		
古	こ	ふる	
呼	こ	よ	
固	こ	かた	
姑	こ	しゅうとめ	
孤	こ		
己	こ	おのれ	
庫	こ	くら	
弧	こ		
戸	こ	と	
故	こ	ゆえ	
枯	こ	か	
湖	こ	みずうみ	
狐	こ	きつね	
糊	こ	のり	
袴	こ	はかま	
股	こ	また	
胡	う	なんぞ	
菰	こ	こも	
虎	こ	とら	
誇	こ	ほこ	
跨	こ	また	
鈷	こ		
雇	こ	やと	
顧	こ	かえり	
鼓	こ	つづみ	
五	ご	いつ	
互	ご	たが	
伍	ご	いつつ	
午	ご	うま	
呉	ご	く	
吾	ご	われ	
娯	ご		
後	ご	のち	
御	ぎょ	おん	
悟	ご	さと	
梧	ご	あおぎり	
檎	きん		
瑚	こ		
碁	ご		
語	ご	かた	
誤	ご	あやま	
護	ご	まも	
醐	ご		
乞	こつ	こ	
鯉	り	こい	
交	こう	まじ	
佼	きょう	こう	
侯	こう		
候	こう	そうろう	
倖	こう	しあわ	
光	こう	ひか	
公	こう	おおやけ	
功	こう	いさお	
効	こう	き	
勾	こう	かぎ	
厚	こう	あつ	
口	こう	くち	ぐち
向	こう	む	
后	こう	きさき	
喉	こう	のど	
坑	こう		
垢	こう	あか	
好	こう	この	
孔	こう	あな	
孝	こう		
宏	こう	ひろ	
工	こう		
巧	こう	たく	
巷	こう	ちまた	
幸	こう	さいわ	
広	こう	ひろ	
庚	こう	かのえ	
康	こう		
弘	こう	ひろ	
恒	こう	つね	
慌	こう	あわ	
抗	こう	あらが	
拘	こう	かか	
控	こう	ひか	
攻	こう	せ	
昂	こう	あ	
晃	こう	あきらか	
更	こう	さら	
杭	こう	くい	
校	こう		
梗	こう	ふさぐ	
構	こう	かま	
江	こう	え	
洪	こう		
浩	こう	おおき	
港	こう	みなと	
溝	こう	みぞ	
甲	こう	きのえ	
皇	こう		
硬	こう	かた	
稿	こう	わら	
糠	こう	ぬか	
紅	こう	べに	
紘	こう	おおづな	
絞	こう	しぼ	
綱	こう	つな	
耕	こう	たがや	
考	こう	かんが	
肯	こう	がえんじ	
肱	こう	かいな	
腔	こう		
膏	こう	あぶら	
航	こう		
荒	こう	あ	
行	こう	い	
衡	こう		
講	こう		
貢	こう	みつ	
購	こう		
郊	こう		
酵	こう		
鉱	こう	あらがね	
砿	こう	あらがね	
鋼	こう	はがね	
閤	こう	くぐりど	
降	こう	お	
項	こう	うなじ	
香	こう	か	
高	こう	たか	
鴻	こう	おおとり	
剛	ごう		
劫	こう	おびや	
号	ごう	さけ	
合	ごう	あ	
壕	こう	ほり	
拷	ごう		
濠	ごう	ほり	
豪	ごう	えら	
轟	ごう	とどろ	
麹	きく	こうじ	
克	こく	か	
刻	こく	きざ	
告	こく	つ	
国	こく	くに	
穀	こく		
酷	こく	ひど	
鵠	こく	くぐい	
黒	こく	くろ	
獄	ごく		
漉	ろく	こ	
腰	よう	こし	
甑	そう	こしき	
忽	こつ	たちま	
惚	こつ	ほけ	
骨	こつ	ほね	
狛	はく	こま	
込		こ	
此	し	これ	
頃	けい	ころ	
今	こん	いま	
困	こん	こま	
坤	こん	つち	
墾	こん	は	
婚	こん		
恨	こん	うら	
懇	こん	ねんご	
昏	こん	くら	
昆	こん		
根	こん	ね	
梱	こん	こう	
混	こん	ま	
痕	こん	あと	
紺	こん		
艮	こん	うしとら	
魂	こん	たましい	
些	さ	ち	
佐	さ		
叉	さ	また	
唆	さ	そそ	
嵯	さ		
左	さ	ひだり	
差	さ	さ	
査	さ		
沙	さ	すな	
瑳	さ	みが	
砂	さ	すな	
詐	さ	いつわ	
鎖	さ	くさり	
裟	さ		
坐	ざ	すわ	
座	ざ	すわ	
挫	ざ	くじ	
債	さい		
催	さい	もよう	
再	さい	ふたた	
最	さい	もっと	
哉	さい	かな	
塞	そく	ふさ	
妻	さい	つま	
宰	さい		
彩	さい	いろど	
才	さい		
採	さい	と	
栽	さい		
歳	さい	とし	
済	さい	す	
災	さい	わざわ	
采	さい	と	
犀	さい		
砕	さい	くだ	
砦	さい	とりで	
祭	さい	まつ	
斎	さい	とき	
細	さい	ほそ	
菜	さい	な	
裁	さい	た	
載	さい	の	
際	さい	きわ	
剤	ざい	かる	
在	ざい	あ	
材	ざい		
罪	ざい	つみ	
財	ざい	たから	
冴	ご	さ	
坂	はん	さか	
阪	はん	さか	
堺	かい	さかい	
榊		さかき	
肴	こう	さかな	
咲	しょう	さ	
崎	き	さき	ざき
埼	き	さき	
碕	き	さき	
鷺	ろ	さぎ	
作	さく	つく	
削	さく	けず	
咋	さく	か	
搾	さく	しぼ	
昨	さく		
朔	さく	ついたち	
柵	さく	しがら	
窄	さく	すぼ	
策	さく		
索	さく		
錯	さく		
桜	おう	さくら	
鮭	かい	さけ	
笹		ささ	
匙	し	さじ	
冊	さつ	ふみ	
刷	さつ	す	
察	さつ		
拶	さつ	せま	
撮	さつ	と	
擦	さつ	す	
札	さつ	ふだ	
殺	さつ	ころ	
薩	さつ		
雑	ざつ	まじ	
皐	こう	さつき	
鯖	せい	さば	
捌	はつ	さば	
錆	しょう	さび	
鮫	こう	さめ	
皿	べい	さら	
晒	さい	さら	
三	さん	み	
傘	さん	かさ	
参	さん	まい	
山	さん	やま	
惨	さん	みじ	
撒	さん	ま	
散	さん	ち	
桟	さん	かけはし	
燦	さん	さん	
珊	さん	せんち	
産	さん	う	
算	さん	そろ	
纂	さん	あつ	
蚕	さん	かいこ	
讃	さん	ほ	
賛	さん	たす	
酸	さん	す	
餐	さん	の	
斬	ざん	き	
暫	ざん	しばら	
残	ざん	のこ	
仕	し	つか	
仔	し	こ	
伺	し	うかが	
使	し	つか	
刺	し	さ	
司	し	つかさど	
史	し		
嗣	し		
四	し	よ	
士	し	さむらい	
始	し	はじ	
姉	し	あね	
姿	し	すがた	
子	し	こ	
屍	し	しかばね	
市	し	いち	
師	し	いくさ	
志	し	しりんぐ	
思	し	おも	
指	し	ゆび	
支	し	ささ	
孜	し	つと	
斯	し	か	
施	し	ほどこ	
旨	し	むね	
枝	し	えだ	
止	し	と	
死	し	し	
氏	し	うじ	
獅	し	しし	
祉	し		
私	し	わたくし	
糸	し	いと	
紙	し	かみ	がみ
紫	し	むらさき	
肢	し		
脂	し	あぶら	
至	し	いた	
視	し	み	
詞	し	ことば	
詩	し	うた	
試	し	こころ	
誌	し		
諮	し	はか	
資	し		
賜	し	たまわ	
雌	し	め	
飼	し	か	
歯	し	よわい	
事	じ	こと	
似	じ	に	
侍	じ	さむらい	
児	じ	こ	
字	じ	あざ	
寺	じ	てら	
慈	じ	いつく	
持	じ	も	
時	じ	とき	
次	じ	つ	
滋	じ		
治	じ	おさ	
爾	じ	なんじ	
璽	じ		
痔	ぢ	しもがさ	
磁	じ		
示	じ	しめ	
而	じ	しこ	
耳	じ	みみ	
自	じ	みずか	
蒔	し	う	
辞	じ	や	
汐	せき	しお	
鹿	ろく	しか	
式	しき		
識	しき	し	
鴫		しぎ	
竺	じく		
軸	じく		
宍	にく	しし	
雫	だ	しずく	
七	しち	なな	
叱	しつ	しか	
執	しつ	と	
失	しつ	うしな	
嫉	しつ	そね	
室	しつ	むろ	
悉	しつ	つ	
湿	しつ	しめ	
漆	しつ	うるし	
疾	しつ	はや	
質	しつ	たち	
実	じつ	み	
蔀	ほう	しとみ	
篠	ぞう	しの	
偲	さい	しの	
柴	さい	しば	
芝	し	しば	
屡	る	しばしば	
蕊	ずい	しべ	
縞	こう	しま	
舎	しゃ	やど	
写	しゃ	うつ	
射	しゃ	い	
捨	しゃ	す	
赦	しゃ	ゆる	
斜	しゃ	なな	
煮	しゃ	に	
社	しゃ	やしろ	
紗	さ	うすぎぬ	
者	しゃ	もの	
謝	しゃ	あやま	
車	しゃ	くるま	
遮	しゃ	さえぎ	
蛇	じゃ	へび	
邪	じゃ	よこし	
借	しゃく	か	
勺	しゃく		
尺	しゃく	さし	
杓	しゃく	ひしゃく	
灼	しゃく	あらた	
爵	しゃく		
酌	しゃく	く	
釈	しゃく	とく	
錫	せき	すず	
若	じゃく	わか	
寂	じゃく	さび	
弱	じゃく	よわ	
惹	じゃく	ひ	
主	しゅ	ぬし	
取	しゅ	と	
守	しゅ	まも	
手	しゅ	て	
朱	しゅ	あけ	
殊	しゅ	こと	
狩	しゅ	か	
珠	しゅ	たま	
種	しゅ	たね	
腫	しゅ	は	
趣	しゅ	おもむき	
酒	しゅ	さけ	
首	しゅ	くび	
儒	じゅ		
受	じゅ	う	
呪	じゅ	まじな	
寿	じゅ	ことぶき	
授	じゅ	さず	
樹	じゅ	き	
綬	じゅ	ひも	
需	じゅ		
囚	しゅう	とら	
収	しゅう	おさ	
周	しゅう	まわ	
宗	しゅう	むね	
就	しゅう	つ	
州	しゅう	す	
修	しゅう	おさ	
愁	しゅう	うれ	
拾	しゅう	ひろ	
洲	しゅう	しま	
秀	しゅう	ひい	
秋	しゅう	あき	
終	しゅう	お	
繍	しゅう	ぬいとり	
習	しゅう	なら	
臭	しゅう	くさ	
舟	しゅう	ふね	
蒐	しゅう	あかね	
衆	しゅう	おお	
襲	しゅう	おそ	
讐	しゅう	あだ	
蹴	しゅく	け	
輯	しゅう	あつ	
週	しゅう		
酋	しゅう	おさ	
酬	しゅう	むく	
集	しゅう	あつ	
醜	しゅう	みにく	
什	じゅう		
住	じゅう	す	
充	じゅう	あ	
十	じゅう	とお	
従	じゅう	したが	
戎	じゅう	えびす	
柔	じゅう	やわ	
汁	じゅう	しる	
渋	じゅう	しぶ	
獣	じゅう	けもの	
縦	じゅう	たて	
重	じゅう	え	
銃	じゅう	つつ	
叔	しゅく		
夙	しゅく	つとに	
宿	しゅく	やど	
淑	しゅく	しと	
祝	しゅく	いわ	
縮	しゅく	ちぢ	
粛	しゅく	つつし	
塾	じゅく		
熟	じゅく	う	
出	しゅつ	で	
術	じゅつ	すべ	
述	じゅつ	の	
俊	しゅん		
峻	しゅん	けわ	
春	しゅん	はる	
瞬	しゅん	またた	
竣	どう	わらわ	
舜	しゅん		
駿	しゅん	すぐ	
准	じゅん		
循	じゅん		
旬	じゅん		
楯	じゅん	たて	
殉	じゅん		
淳	じゅん	あつ	
準	じゅん	じゅん	
潤	じゅん	うるお	
盾	じゅん	たて	
純	じゅん		
巡	じゅん	めぐ	
遵	じゅん		
醇	じゅん	もっぱら	
順	じゅん		
処	しょ	ところ	
初	しょ	はじ	
所	しょ	ところ	どころ
暑	しょ	あつ	
曙	しょ	あけぼの	
渚	しょ	なぎさ	
庶	しょ		
緒	しょ	お	
署	しょ		
書	しょ	か	
薯	しょ	いも	
藷	しょ	いも	
諸	しょ	もろ	
助	じょ	たす	
叙	じょ	つい	
女	じょ	おんな	
序	じょ	つい	
徐	じょ	おもむ	
恕	じょ	ゆる	
鋤	じょ	す	
除	じょ	のぞ	
傷	しょう	きず	
償	しょう	つぐな	
勝	しょう	か	
匠	しょう	たくみ	
升	しょう	ます	
召	しょう	め	
哨	しょう	みはり	
商	しょう	あきな	
唱	しょう	とな	
嘗	しょう	かつ	
奨	しょう	すす	
妾	しょう	めかけ	
娼	しょう	あそびめ	
宵	しょう	よい	
将	しょう	まさ	
小	しょう	ちい	
少	しょう	すく	
尚	しょう	なお	
庄	しょう		
床	しょう	とこ	
廠	しょう		
彰	しょう		
承	しょう	うけたまわ	
抄	しょう		
招	しょう	まね	
掌	しょう	てのひら	
捷	しょう	はや	
昇	しょう	のぼ	
昌	しょう	さかん	
昭	しょう		
晶	しょう		
松	しょう	まつ	
梢	しょう	こずえ	
樟	しょう	くす	
樵	しょう	きこ	
沼	しょう	ぬま	
消	しょう	き	
渉	しょう	わた	
湘	しょう		
焼	しょう	や	
焦	しょう	こ	
照	しょう	て	
症	しょう		
省	せい	かえり	
硝	しょう		
礁	しょう		
祥	しょう	さいわ	
称	しょう	たた	
章	しょう		
笑	しょう	わら	
粧	しょう		
紹	しょう		
肖	しょう	あやか	
菖	しょう		
蒋	しょう	まこも	
蕉	しょう		
衝	しょう	つ	
