# OpenJTalk accent gold for ja-pitch-eval.mts — word<TAB>nucleus(0=heiban)<TAB>mora<TAB>reading.
# OpenJTalk (pyopenjtalk, modified BSD / naist-jdic) is an INDEPENDENT accent engine; only the derived
# integers + kana reading are kept (facts, not expression). CAVEAT: OpenJTalk is one of the three voters
# behind our merged pitch-accent.tsv (kanjium/OpenJTalk/UniDic), so agreement is a conservative but not
# fully-independent referee (see docs/investigations/ja_native_bringup_investigation.md). Regenerate with pyopenjtalk in a
# venv over a frequency word list (see build-ja-pitch-reference.py in espeak-ng-portable).
漫画	0	3	まんが
無理	1	2	むり
現在	1	4	げんざい
以外	1	3	いがい
水	0	2	みず
事件	1	3	じけん
普通	0	3	ふつー
番	1	2	ばん
達	0	3	いたる
女子	1	2	じょし
学校	0	4	がっこー
得	0	2	とく
最高	0	4	さいこー
状態	0	4	じょーたい
画像	0	3	がぞー
発売	0	4	はつばい
簡単	0	4	かんたん
約	1	2	やく
絶対	0	4	ぜったい
中国	1	4	ちゅーごく
側	1	2	がわ
先生	3	4	せんせー
実際	0	4	じっさい
確認	0	4	かくにん
開催	0	4	かいさい
今回	1	4	こんかい
全部	1	3	ぜんぶ
夜	1	2	よる
個人	1	3	こじん
外	1	2	そと
早く	1	3	はやく
枚	1	2	まい
法	0	2	ほー
結婚	0	4	けっこん
一つ	2	3	ひとつ
出来る	2	3	できる
友達	0	4	ともだち
生活	0	4	せーかつ
色	2	2	いろ
言い	0	2	いい
人気	0	3	にんき
公開	0	4	こーかい
初	2	2	はつ
新しい	4	5	あたらしい
書い	1	2	かい
理解	1	3	りかい
内容	0	4	ないよー
大阪	0	4	おーさか
娘	3	3	むすめ
対応	0	4	たいおー
放送	0	4	ほーそー
活動	0	4	かつどー
状況	0	4	じょーきょー
登場	0	4	とーじょー
販売	0	4	はんばい
音	2	2	おと
全	1	2	ぜん
出る	1	2	でる
夢	2	2	ゆめ
大変	0	4	たいへん
完全	0	4	かんぜん
技術	1	3	ぎじゅつ
研究	0	4	けんきゅー
説明	0	4	せつめー
式	2	2	しき
発表	0	4	はっぴょー
道	0	2	みち
風	0	2	かぜ
一般	0	4	いっぱん
件	1	2	けん
攻撃	0	4	こーげき
自身	1	3	じしん
部分	1	3	ぶぶん
電話	0	3	でんわ
予定	0	3	よてー
全員	0	4	ぜんいん
口	0	2	くち
愛	1	2	あい
戦争	0	4	せんそー
明日	3	3	あした
登録	0	4	とーろく
紹介	0	4	しょーかい
良く	1	2	よく
花	2	2	はな
号	1	2	ごー
機能	1	3	きのー
計画	0	4	けーかく
設定	0	4	せってー
調査	1	3	ちょーさ
重要	0	4	じゅーよー
人生	1	4	じんせー
使う	0	3	つかう
員	1	2	いん
形	0	3	かたち
昔	0	3	むかし
朝	1	2	あさ
来る	1	2	くる
目的	0	4	もくてき
自由	2	3	じゆー
記事	1	2	きじ
開始	0	3	かいし
開発	0	4	かいはつ
際	1	2	さい
家族	1	3	かぞく
影響	0	4	えーきょー
政府	1	3	せーふ
男性	0	4	だんせー
部屋	2	2	へや
限定	0	4	げんてー
韓国	1	4	かんこく
地域	1	3	ちいき
基本	0	3	きほん
夏	2	2	なつ
姿	1	3	すがた
期間	1	3	きかん
注意	1	3	ちゅーい
率	1	2	りつ
管理	1	3	かんり
英語	0	3	えーご
街	2	2	まち
大学	0	4	だいがく
室	2	2	しつ
強い	2	3	つよい
撮影	0	4	さつえー
質問	0	4	しつもん
長	1	2	なが
以前	1	3	いぜん
安全	0	4	あんぜん
戦	0	3	いくさ
決定	0	4	けってー
為	2	2	ため
王	1	2	おー
見える	2	3	みえる
記念	0	3	きねん
足	2	2	あし
軍	1	2	ぐん
連絡	0	4	れんらく
以下	1	2	いか
公式	0	4	こーしき
大事	0	3	だいじ
毎日	0	4	まいにち
終了	0	4	しゅーりょー
違い	0	3	ちがい
音楽	1	4	おんがく
効果	1	3	こーか
政治	0	3	せーじ
期待	0	3	きたい
病院	0	4	びょーいん
着	1	2	ちゃく
結構	1	4	けっこー
行動	0	4	こーどー
過去	1	2	かこ
歴史	0	3	れきし
米	2	2	べー
線	1	2	せん
一部	2	3	いちぶ
再	1	2	さい
台	1	2	だい
同	1	2	どー
最終	0	4	さいしゅー
海外	1	4	かいがい
犬	2	2	いぬ
考える	3	5	かんがえる
評価	1	3	ひょーか
警察	0	4	けーさつ
追加	0	3	ついか
選手	1	3	せんしゅ
関連	0	4	かんれん
作る	2	3	つくる
光	1	2	ひかり
全く	0	4	まったく
全国	1	4	ぜんこく
希望	0	3	きぼー
怖い	2	3	こわい
教育	0	4	きょーいく
母	1	2	はは
海	1	2	うみ
特別	0	4	とくべつ
番組	0	4	ばんぐみ
週間	0	4	しゅーかん
面白い	4	5	おもしろい
主	1	3	あるじ
事故	1	2	じこ
事業	1	3	じぎょー
全然	0	4	ぜんぜん
千	1	2	せん
環境	0	4	かんきょー
経済	1	4	けーざい
議員	1	3	ぎいん
近く	1	3	ちかく
ヶ月	1	3	かげつ
各	2	2	かく
嫌	2	2	いや
専門	0	4	せんもん
成功	0	4	せーこー
持つ	1	2	もつ
文化	1	3	ぶんか
映像	0	4	えーぞー
検索	0	4	けんさく
死ぬ	0	2	しぬ
父	1	2	ちち
発見	0	4	はっけん
主義	1	2	しゅぎ
出演	0	4	しゅつえん
協力	0	4	きょーりょく
品	0	2	しな
嘘	1	2	うそ
最大	0	4	さいだい
本当	0	4	ほんとー
程度	0	3	てーど
色々	0	4	いろいろ
逆	0	2	ぎゃく
量	1	2	りょー
今年	0	3	ことし
代表	0	4	だいひょー
変更	0	4	へんこー
多分	0	3	たぶん
契約	0	4	けーやく
心配	0	4	しんぱい
敵	0	2	てき
昨日	2	3	きのー
猫	1	2	ねこ
発生	0	4	はっせー
組	2	2	くみ
経験	0	4	けーけん
興味	1	3	きょーみ
話題	0	3	わだい
責任	0	4	せきにん
酒	0	2	さけ
難しい	4	5	むずかしい
元気	1	3	げんき
入る	1	3	はいる
可愛い	3	4	かわいい
商品	1	4	しょーひん
対象	0	4	たいしょー
小	1	2	しょー
年間	0	4	ねんかん
支援	0	3	しえん
残念	3	4	ざんねん
白	1	2	しろ
百	2	2	ひゃく
被害	1	3	ひがい
語	1	3	かたり
運転	0	4	うんてん
選挙	1	3	せんきょ
非常	0	3	ひじょー
面	0	2	めん
に対する	1	5	にたいする
企画	0	3	きかく
使い	0	3	つかい
億	1	2	おく
勉強	0	4	べんきょー
報告	0	4	ほーこく
星	0	2	ほし
服	2	2	ふく
移動	0	3	いどー
行う	0	4	おこなう
表示	0	3	ひょーじ
記録	0	3	きろく
間違い	3	4	まちがい
全体	0	4	ぜんたい
変	1	2	へん
妻	1	2	つま
嫌い	0	3	きらい
文字	1	2	もじ
施設	1	3	しせつ
楽しい	3	4	たのしい
秒	1	2	びょー
笑	0	3	わらい
能力	1	4	のーりょく
観	1	2	かん
訳	1	2	わけ
誕生	0	4	たんじょー
運動	0	4	うんどー
配信	0	4	はいしん
一方	3	4	いっぽー
価値	1	2	かち
保護	1	2	ほご
倍	0	2	ばい
官	1	2	かん
意識	1	3	いしき
感じる	0	4	かんじる
権	1	2	けん
詳細	0	4	しょーさい
黒	1	2	くろ
に関する	1	5	にかんする
周	1	2	しゅー
味	0	2	あじ
失敗	0	4	しっぱい
展開	0	4	てんかい
山	1	2	やま
担当	0	4	たんとー
提供	0	4	てーきょー
時期	1	2	じき
気分	1	3	きぶん
精神	1	4	せーしん
組織	1	3	そしき
買う	0	2	かう
高校	0	4	こーこー
中心	0	4	ちゅーしん
交換	0	4	こーかん
会い	1	2	あい
割	0	2	わり
原因	0	4	げんいん
大人	0	3	おとな
嬉しい	3	4	うれしい
学生	0	4	がくせー
安心	0	4	あんしん
投稿	0	4	とーこー
歌	2	2	うた
薬	0	3	くすり
表現	3	4	ひょーげん
解決	0	4	かいけつ
運営	0	4	うんえー
例	1	2	れー
危険	0	3	きけん
右	0	2	みぎ
営業	0	4	えーぎょー
当時	1	3	とーじ
感謝	1	3	かんしゃ
料理	1	3	りょーり
日本人	4	6	にっぽんじん
自然	0	3	しぜん
事実	1	3	じじつ
出す	1	2	だす
判断	1	4	はんだん
動物	0	4	どーぶつ
国内	2	4	こくない
大会	0	4	たいかい
巻	1	2	まき
悪く	2	3	わるく
想像	0	4	そーぞー
春	1	2	はる
未	0	3	み
準備	1	3	じゅんび
自動	0	3	じどー
記憶	0	3	きおく
試合	0	3	しあい
今度	1	3	こんど
分かる	2	3	わかる
労働	0	4	ろーどー
大きく	1	4	おーきく
大切	0	4	たいせつ
未来	1	3	みらい
沖縄	0	4	おきなわ
現実	0	4	げんじつ
用意	1	3	よーい
科学	1	3	かがく
種	1	2	たね
結局	4	4	けっきょく
親	2	2	おや
予約	0	3	よやく
仲間	3	3	なかま
位置	1	2	いち
作	0	2	さく
印象	0	4	いんしょー
反応	0	4	はんのー
少ない	3	4	すくない
島	2	2	しま
日本語	0	4	にほんご
本人	1	4	ほんにん
番号	3	4	ばんごー
空	1	2	そら
綺麗	1	3	きれー
裏	2	2	うら
近い	2	3	ちかい
銀行	0	4	ぎんこー
長い	2	3	ながい
不明	0	3	ふめー
京都	1	3	きょーと
出会い	0	3	であい
参考	0	4	さんこー
友人	0	4	ゆーじん
地球	0	3	ちきゅー
実施	0	3	じっし
更新	0	4	こーしん
皆	0	2	みな
購入	0	4	こーにゅー
重	0	2	おも
階	1	2	かい
馬	2	2	うま
人々	2	4	ひとびと
卒業	0	4	そつぎょー
四	1	2	よん
国民	0	4	こくみん
多	1	2	おー
大統領	3	6	だいとーりょー
宇宙	1	3	うちゅー
対策	0	4	たいさく
少女	1	3	しょーじょ
携帯	0	4	けーたい
時点	1	3	じてん
村	2	2	むら
正直	3	4	しょーじき
真	1	2	しん
肉	2	2	にく
以降	1	3	いこー
価格	0	3	かかく
学	1	2	がく
弾	2	2	たま
息子	0	3	むすこ
楽	2	2	らく
消費	0	3	しょーひ
犯罪	0	4	はんざい
監督	0	4	かんとく
素晴らしい	4	5	すばらしい
経営	0	4	けーえー
置い	0	2	おい
船	1	2	ふね
通常	0	4	つーじょー
障害	0	4	しょーがい
電車	0	3	でんしゃ
食べる	2	3	たべる
作業	1	3	さぎょー
国家	1	3	こっか
多数	2	3	たすー
役	2	2	やく
戦い	0	4	たたかい
祭	0	3	まつり
素敵	0	3	すてき
続ける	0	4	つずける
聞く	0	2	きく
脳	1	2	のー
艦	1	2	かん
行為	1	3	こーい
途中	0	3	とちゅー
仕方	0	3	しかた
入れる	0	3	いれる
制度	1	3	せーど
制限	3	4	せーげん
取引	2	4	とりひき
国際	0	4	こくさい
地方	2	3	ちほー
完成	0	4	かんせー
少年	0	4	しょーねん
強く	2	3	つよく
方向	0	4	ほーこー
有名	0	4	ゆーめー
本気	0	3	ほんき
森	0	2	もり
生産	0	4	せーさん
石	2	2	いし
自己	1	2	じこ
会議	1	3	かいぎ
健康	0	4	けんこー
勝手	0	3	かって
北	0	2	きた
北海道	3	6	ほっかいどー
半	1	2	はん
器	0	3	うつわ
外国	0	4	がいこく
大量	0	4	たいりょー
委員	1	3	いいん
左	0	3	ひだり
平成	0	4	へーせー
当然	0	4	とーぜん
恋	1	2	こい
旅	2	2	たび
特徴	0	4	とくちょー
選択	0	4	せんたく
野球	0	3	やきゅー
雨	1	2	あめ
食事	0	3	しょくじ
魔法	0	3	まほー
人物	1	4	じんぶつ
低	1	2	ひく
反対	0	4	はんたい
名古屋	1	3	なごや
客	0	2	きゃく
専用	0	4	せんよー
弁護士	3	4	べんごし
当	1	2	とー
意見	1	3	いけん
成長	0	4	せーちょー
指定	0	3	してー
採用	0	4	さいよー
機関	1	3	きかん
無駄	0	2	むだ
発	1	2	はつ
箱	0	2	はこ
若い	2	3	わかい
製	1	2	せー
買い	0	2	かい
赤	1	2	あか
逮捕	1	3	たいほ
郡	1	2	ぐん
髪	2	2	かみ
予想	0	3	よそー
今後	0	3	こんご
医療	1	3	いりょー
南	0	3	みなみ
命	1	3	いのち
変化	1	3	へんか
夫	0	3	おっと
新聞	0	4	しんぶん
特定	0	4	とくてー
男子	1	3	だんし
編集	0	4	へんしゅー
読む	1	2	よむ
賞	1	2	しょー
通信	0	4	つーしん
高く	2	3	たかく
制作	0	4	せーさく
壁	0	2	かべ
大きい	3	4	おーきい
妹	4	4	いもーと
席	1	2	せき
掲載	0	4	けーさい
条件	3	4	じょーけん
現場	0	3	げんば
直接	0	4	ちょくせつ
福岡	2	4	ふくおか
耳	2	2	みみ
観光	0	4	かんこー
凄い	2	3	すごい
応援	0	4	おーえん
枠	2	2	わく
治療	0	3	ちりょー
法律	0	4	ほーりつ
破壊	0	3	はかい
種類	1	3	しゅるい
級	1	2	きゅー
不安	0	3	ふあん
事務所	2	3	じむしょ
使える	3	4	つかえる
小説	0	4	しょーせつ
局	1	2	きょく
州	1	2	しゅー
年齢	0	4	ねんれー
投票	0	4	とーひょー
旅行	0	3	りょこー
機会	1	3	きかい
活躍	0	4	かつやく
症	0	2	しょー
美しい	4	5	うつくしい
趣味	1	2	しゅみ
隊	1	2	たい
飲む	1	2	のむ
丸	0	2	まる
勝利	1	3	しょーり
土	2	2	つち
地震	0	3	じしん
失礼	2	4	しつれー
安定	0	4	あんてー
広告	0	4	こーこく
早い	2	3	はやい
武器	1	2	ぶき
画面	0	3	がめん
社長	0	3	しゃちょー
秋	1	2	あき
秘密	0	3	ひみつ
胸	2	2	むね
装置	1	3	そーち
複数	3	4	ふくすー
論	1	2	ろん
謎	0	2	なぞ
連続	0	4	れんぞく
都市	1	2	とし
馬鹿	1	2	ばか
処理	1	2	しょり
受ける	2	3	うける
描い	2	3	えがい
株式会社	5	7	かぶしきがいしゃ
正しい	3	4	ただしい
満足	1	4	まんぞく
生徒	1	3	せーと
米国	0	4	べーこく
紙	2	2	かみ
練習	0	4	れんしゅー
食	1	2	しょく
主張	0	3	しゅちょー
会場	0	4	かいじょー
会話	0	3	かいわ
作戦	0	4	さくせん
制	1	2	せー
同様	0	4	どーよー
団体	0	4	だんたい
定期	1	3	てーき
導入	0	4	どーにゅー
市場	1	3	しじょー
弟	4	4	おとーと
杯	1	2	はい
様々	2	4	さまざま
横	0	2	よこ
物語	3	5	ものがたり
瞬間	0	4	しゅんかん
罪	1	2	つみ
電子	1	3	でんし
電気	1	3	でんき
公演	0	4	こーえん
合	1	2	ごー
地元	0	3	じもと
報道	0	4	ほーどー
変わる	0	3	かわる
天	1	2	てん
小さい	3	4	ちーさい
川	2	2	かわ
市民	1	3	しみん
感覚	0	4	かんかく
指導	0	3	しどー
操作	1	3	そーさ
普段	1	3	ふだん
横浜	0	4	よこはま
現代	1	4	げんだい
禁止	0	3	きんし
総	2	2	そー
自体	1	3	じたい
集	1	2	しゅー
首	0	2	くび
付い	1	2	つい
体験	0	4	たいけん
兄	1	2	あに
八	2	2	はち
冬	2	2	ふゆ
安	1	2	やす
安い	2	3	やすい
平和	0	3	へーわ
広島	0	4	ひろしま
最	1	4	もっとも
条	1	2	じょー
機械	1	3	きかい
穴	2	2	あな
舞台	1	3	ぶたい
設置	0	3	せっち
雰囲気	3	4	ふんいき
信頼	0	4	しんらい
募集	0	3	ぼしゅー
半分	3	4	はんぶん
友	1	2	とも
店舗	1	3	てんぽ
感情	0	4	かんじょー
批判	0	3	ひはん
旧	1	2	きゅー
業務	1	3	ぎょーむ
業界	0	4	ぎょーかい
発言	0	4	はつげん
相当	0	4	そーとー
相談	0	4	そーだん
維持	1	2	いじ
表	0	2	ひょー
西	0	2	にし
要素	1	3	よーそ
視聴	0	3	しちょー
解説	0	4	かいせつ
言える	0	3	いえる
設計	0	4	せっけー
試験	2	3	しけん
距離	1	2	きょり
身体	1	4	しんたい
雑誌	0	3	ざっし
青	1	2	あお
仕様	0	3	しよー
公園	0	4	こーえん
努力	1	3	どりょく
唯一	1	4	ゆいいつ
城	0	2	しろ
基準	0	3	きじゅん
始める	0	4	はじめる
層	1	2	そー
得る	1	2	える
復活	0	4	ふっかつ
性格	0	4	せーかく
提案	0	4	てーあん
最新	0	4	さいしん
東	0	3	ひがし
桜	0	3	さくら
検査	1	3	けんさ
沢山	3	4	たくさん
確実	0	4	かくじつ
福島	2	4	ふくしま
終わる	0	3	おわる
編	1	2	へん
製品	0	4	せーひん
世代	1	3	せだい
以来	1	3	いらい
余裕	0	3	よゆー
停止	0	3	てーし
剣	1	2	けん
古い	2	3	ふるい
同士	1	3	どーし
太	2	2	ふとし
家庭	0	3	かてー
平均	0	4	へーきん
年代	0	4	ねんだい
強	2	2	つよ
指	2	2	ゆび
挑戦	0	4	ちょーせん
文	1	2	ぶん
構造	0	4	こーぞー
権利	1	3	けんり
目標	0	4	もくひょー
知識	1	3	ちしき
続い	0	3	そくい
続く	0	3	つずく
雪	2	2	ゆき
不思議	0	3	ふしぎ
中央	3	4	ちゅーおー
主人公	2	5	しゅじんこー
保存	0	3	ほぞん
保険	0	3	ほけん
優勝	0	4	ゆーしょー
周辺	0	4	しゅーへん
団	1	2	だん
土地	0	2	とち
実験	0	4	じっけん
対	1	2	たい
建物	2	4	たてもの
急	0	2	きゅー
患者	0	3	かんじゃ
悪	1	2	あく
支配	1	3	しはい
民	1	2	みん
規模	1	2	きぼ
闇	2	2	やみ
魂	2	4	たましー
交通	0	4	こーつー
他人	0	3	たにん
付	2	2	づけ
低い	2	3	ひくい
再生	0	4	さいせー
博士	1	3	はかせ
取得	0	3	しゅとく
回復	0	4	かいふく
姫	1	2	ひめ
実行	0	4	じっこー
恋愛	0	4	れんあい
戦闘	0	4	せんとー
政策	0	4	せーさく
様子	0	3	よーす
次第	0	3	しだい
殺人	0	4	さつじん
爆発	0	4	ばくはつ
界	2	3	さかい
病気	0	3	びょーき
痛い	2	3	いたい
総合	0	4	そーごー
長く	2	3	ながく
面倒	3	4	めんどー
類	1	2	るい
館	1	2	たて
お互い	0	4	おたがい
値段	0	3	ねだん
取る	1	2	とる
呼ぶ	0	2	よぶ
尻	2	2	しり
工事	1	3	こーじ
工場	3	4	こーじょー
我慢	1	3	がまん
段階	0	4	だんかい
激	0	2	げき
獣	0	3	けもの
突然	0	4	とつぜん
美味しい	3	4	おいしい
行い	0	4	おこない
週	1	2	しゅー
一体	0	4	いったい
働い	0	4	はたらい
剤	0	2	ざい
午後	1	2	ごご
基地	1	2	きち
声優	0	4	せーゆー
女優	0	3	じょゆー
姉	0	2	あね
帯	1	2	おび
扱い	0	2	あつかい
支持	1	2	しじ
教授	0	3	きょーじゅ
料	1	2	りょー
昭和	0	3	しょーわ
本来	1	4	ほんらい
気づい	2	3	きずい
注目	0	4	ちゅーもく
無事	0	2	ぶじ
異常	0	3	いじょー
知る	0	2	しる
要求	0	4	よーきゅー
証明	0	4	しょーめー
認識	0	4	にんしき
開い	2	3	ひらい
集中	0	4	しゅーちゅー
魅力	0	3	みりょく
人達	2	4	ひとたち
依頼	0	3	いらい
兄弟	1	4	きょーだい
刑事	1	3	けーじ
園	1	2	えん
安倍	0	2	あべ
完了	0	4	かんりょー
実現	0	4	じつげん
放題	1	4	ほーだい
政権	0	4	せーけん
新宿	0	4	しんじゅく
是非	1	2	ぜひ
本物	0	4	ほんもの
案内	3	4	あんない
検討	0	4	けんとー
構成	0	4	こーせー
死亡	0	3	しぼー
母親	0	4	ははおや
異なる	3	4	ことなる
空気	1	3	くーき
立場	1	3	たちば
納得	0	4	なっとく
脚	2	2	あし
腕	2	2	うで
製造	0	4	せーぞー
詐欺	1	2	さぎ
速	2	2	はや
魚	0	3	さかな
人類	1	4	じんるい
作成	0	4	さくせー
内部	1	3	ないぶ
到着	0	4	とーちゃく
収録	0	4	しゅーろく
含む	2	3	ふくむ
固定	0	3	こてー
太郎	1	3	たろー
始まる	0	4	はじまる
学園	0	4	がくえん
守る	2	3	まもる
将来	1	4	しょーらい
手段	1	3	しゅだん
技	2	2	わざ
指摘	0	3	してき
授業	1	3	じゅぎょー
末	0	2	すえ
業	1	2	ごー
楽天	0	4	らくてん
歩い	2	3	あるい
確保	1	3	かくほ
税	1	2	ぜー
腹	2	2	はら
詳しく	3	4	くわしく
連中	0	4	れんちゅー
銃	1	2	じゅー
隣	0	3	となり
集団	0	4	しゅーだん
鳥	0	2	とり
一覧	0	4	いちらん
上手く	2	3	うまく
会員	0	4	かいいん
便	1	2	びん
便利	1	3	べんり
信用	0	4	しんよー
券	1	2	けん
地獄	0	3	じごく
恋人	0	4	こいびと
捜査	1	3	そーさ
板	1	2	いた
比較	0	3	ひかく
派遣	0	3	はけん
演奏	0	4	えんそー
父親	0	4	ちちおや
玉	2	2	たま
病	1	2	やまい
社員	1	3	しゃいん
裁判	1	4	さいばん
証拠	0	3	しょーこ
調子	0	3	ちょーし
資金	1	3	しきん
選	1	2	せん
風呂	2	2	ふろ
伝説	0	4	でんせつ
修正	0	4	しゅーせー
分析	0	4	ぶんせき
初期	1	2	しょき
千葉	1	2	ちば
居る	0	2	いる
年度	1	3	ねんど
強化	1	3	きょーか
感想	0	4	かんそー
感染	0	4	かんせん
我々	0	4	われわれ
探す	0	3	さがす
法人	0	4	ほーじん
深夜	1	3	しんや
温泉	0	4	おんせん
無く	1	2	なく
熱	2	2	ねつ
皆様	2	4	みなさま
範囲	1	3	はんい
緑	1	3	みどり
自信	0	3	じしん
自動車	2	4	じどーしゃ
自殺	0	3	じさつ
迷惑	1	4	めーわく
運	1	2	うん
道路	1	3	どーろ
達成	0	4	たっせー
関西	1	4	かんさい
与える	0	4	あたえる
事前	0	3	じぜん
出身	0	4	しゅっしん
前回	1	4	ぜんかい
劇場	0	4	げきじょー
収入	0	4	しゅーにゅー
投資	0	3	とーし
拡大	0	4	かくだい
改善	0	4	かいぜん
書く	1	2	かく
最低	0	4	さいてー
歓迎	0	4	かんげー
気軽	0	3	きがる
窓	1	2	まど
約束	0	4	やくそく
自転車	2	4	じてんしゃ
草	2	2	くさ
計算	0	4	けーさん
訓練	1	4	くんれん
資料	1	3	しりょー
連載	0	4	れんさい
進化	1	3	しんか
院	1	2	いん
首相	0	3	しゅしょー
一切	1	4	いっさい
七	1	2	なな
不足	0	3	ふそく
世紀	1	3	せーき
両	1	2	りょー
事態	1	3	じたい
以内	1	3	いない
候補	1	3	こーほ
六	2	2	ろく
原作	0	4	げんさく
合う	1	2	あう
変える	0	3	かえる
掃除	0	3	そーじ
接続	0	4	せつぞく
教師	1	3	きょーし
日常	0	4	にちじょー
省	1	2	しょー
確定	0	4	かくてー
空間	0	4	くーかん
筋	1	2	すじ
職場	0	3	しょくば
興奮	0	4	こーふん
規制	0	3	きせー
説	1	2	せつ
辛い	2	3	つらい
交渉	0	4	こーしょー
住民	0	4	じゅーみん
噂	0	3	うわさ
天使	1	3	てんし
小学校	3	6	しょーがっこー
展示	0	3	てんじ
後半	0	4	こーはん
所有	0	3	しょゆー
搭載	0	4	とーさい
新作	0	4	しんさく
最悪	0	4	さいあく
模様	0	3	もよー
産業	0	4	さんぎょー
細胞	0	4	さいぼー
肌	1	2	はだ
背景	1	4	はいけー
行	0	3	くだり
言語	1	3	げんご
質	0	2	しつ
近所	1	3	きんじょ
閲覧	0	4	えつらん
伝統	0	4	でんとー
優先	0	4	ゆーせん
先輩	0	4	せんぱい
党	1	2	とー
処分	1	3	しょぶん
分野	1	3	ぶんや
医師	1	2	いし
宗教	1	4	しゅーきょー
寝る	0	2	ねる
巨大	0	3	きょだい
最強	0	4	さいきょー
渋谷	0	3	しぶや
生命	1	4	せーめー
男女	1	3	だんじょ
緊急	0	4	きんきゅー
許可	1	2	きょか
靴	2	2	くつ
高速	0	4	こーそく
鬼	2	2	おに
中身	2	3	なかみ
事情	0	3	じじょー
交流	0	4	こーりゅー
人口	0	4	じんこー
共	0	2	とも
利益	1	3	りえき
地下	1	2	ちか
大臣	1	4	だいじん
宣伝	0	4	せんでん
小学生	3	6	しょーがくせー
帰る	1	3	かえる
建設	0	4	けんせつ
本日	1	4	ほんじつ
正確	0	4	せーかく
物質	0	4	ぶっしつ
獲得	0	4	かくとく
相	1	2	そー
記者	1	2	きしゃ
認定	0	4	にんてー
調整	0	4	ちょーせー
過ぎる	2	3	すぎる
電	1	2	でん
住宅	0	4	じゅーたく
優しい	0	4	やさしい
副	2	2	ふく
単位	1	3	たんい
増加	0	3	ぞーか
建築	0	4	けんちく
